id,window_text,label
w121,"2026-04-06T12:00:14+00:00 RO-MARTINA-2 71863e86 302a0000 010e6375 72766532
2026-04-06T12:00:14+00:00 RO-MARTINA-2 35353139 2d736861 3235362c 63757276
2026-04-06T12:00:14+00:00 RO-MARTINA-2 65323535 31392d73 68613235 36406c69
2026-04-06T12:00:14+00:00 RO-MARTINA-2 62737368 2e6f7267 2c656364 682d7368
2026-04-06T12:00:14+00:00 RO-MARTINA-2 61322d6e 69737470 3235362c 65636468
2026-04-06T12:00:14+00:00 RO-MARTINA-2 2d736861 322d6e69 73747033 38342c65
2026-04-06T12:00:14+00:00 RO-MARTINA-2 6364682d 73686132 2d6e6973 74703532
2026-04-06T12:00:14+00:00 RO-MARTINA-2 312c6469 66666965 2d68656c 6c6d616e
2026-04-06T12:00:14+00:00 RO-MARTINA-2 2d67726f 75703138 2d736861 3531322c
2026-04-06T12:00:14+00:00 RO-MARTINA-2 64696666 69652d68 656c6c6d 616e2d67",NORMAL
w122,"2026-04-06T12:00:14+00:00 RO-MARTINA-2 726f7570 31362d73 68613531 322c6469
2026-04-06T12:00:14+00:00 RO-MARTINA-2 66666965 2d68656c 6c6d616e 2d67726f
2026-04-06T12:00:14+00:00 RO-MARTINA-2 75702d65 78636861 6e67652d 73686132
2026-04-06T12:00:14+00:00 RO-MARTINA-2 35362c64 69666669 652d6865 6c6c6d61
2026-04-06T12:00:14+00:00 RO-MARTINA-2 6e2d6772 6f757031 342d7368 61323536
2026-04-06T12:00:14+00:00 RO-MARTINA-2  
2026-04-06T12:00:14+00:00 RO-MARTINA-2 2c657874 2d696e66 6f2d632c 6b65782d
2026-04-06T12:00:14+00:00 RO-MARTINA-2 73747269 63742d63 2d763030 406f7065
2026-04-06T12:00:14+00:00 RO-MARTINA-2 6e737368 2e636f6d 0000009f 7373682d
2026-04-06T12:00:14+00:00 RO-MARTINA-2 65643235 3531392c 65636473 612d7368",NORMAL
w123,"2026-04-06T12:00:14+00:00 RO-MARTINA-2 61322d6e 69737470 3532312c 65636473
2026-04-06T12:00:14+00:00 RO-MARTINA-2 612d7368 61322d6e 69737470 3338342c
2026-04-06T12:00:14+00:00 RO-MARTINA-2 65636473 612d7368 61322d6e 69737470
2026-04-06T12:00:14+00:00 RO-MARTINA-2 3235362c 736b2d73 73682d65 64323535
2026-04-06T12:00:14+00:00 RO-MARTINA-2 3139406f 70656e73 73682e63 6f6d2c73
2026-04-06T12:00:14+00:00 RO-MARTINA-2 6b2d6563 6473612d 73686132 2d6e6973
2026-04-06T12:00:14+00:00 RO-MARTINA-2 74703235 36406f70 656e7373 682e636f
2026-04-06T12:00:14+00:00 RO-MARTINA-2 6d2c7273 612d7368 61322d35 31322c72
2026-04-06T12:00:14+00:00 RO-MARTINA-2 73612d73 6861322d 32353600 00006c63
2026-04-06T12:00:14+00:00 RO-MARTINA-2 68616368 6132302d 706f6c79 31333035",NORMAL
w124,"2026-04-06T12:00:14+00:00 RO-MARTINA-2 406f7065 6e737368 2e636f6d 2c616573
2026-04-06T12:00:14+00:00 RO-MARTINA-2 3235362d 67636d40 6f70656e 7373682e
2026-04-06T12:00:14+00:00 RO-MARTINA-2  
2026-04-06T12:00:14+00:00 RO-MARTINA-2 636f6d2c 61657331 32382d67 636d406f
2026-04-06T12:00:14+00:00 RO-MARTINA-2 70656e73 73682e63 6f6d2c61 65733235
2026-04-06T12:00:14+00:00 RO-MARTINA-2 362d6374 722c6165 73313932 2d637472
2026-04-06T12:00:14+00:00 RO-MARTINA-2 2c616573 3132382d 63747200 00006c63
2026-04-06T12:00:14+00:00 RO-MARTINA-2 68616368 6132302d 706f6c79 31333035
2026-04-06T12:00:14+00:00 RO-MARTINA-2 406f7065 6e737368 2e636f6d 2c616573
2026-04-06T12:00:14+00:00 RO-MARTINA-2 3235362d 67636d40 6f70656e 7373682e",NORMAL
w125,"2026-04-06T12:00:14+00:00 RO-MARTINA-2 636f6d2c 61657331 32382d67 636d406f
2026-04-06T12:00:14+00:00 RO-MARTINA-2 70656e73 73682e63 6f6d2c61 65733235
2026-04-06T12:00:14+00:00 RO-MARTINA-2 362d6374 722c6165 73313932 2d637472
2026-04-06T12:00:14+00:00 RO-MARTINA-2 2c616573 3132382d 63747200 00005768
2026-04-06T12:00:14+00:00 RO-MARTINA-2 6d61632d 73686132 2d323536 2d65746d
2026-04-06T12:00:14+00:00 RO-MARTINA-2 406f7065 6e737368 2e636f6d 2c686d61
2026-04-06T12:00:14+00:00 RO-MARTINA-2 632d7368 61322d35 31322d65 746d406f
2026-04-06T12:00:14+00:00 RO-MARTINA-2 70656e73 73682e63 6f6d2c68 6d61632d
2026-04-06T12:00:14+00:00 RO-MARTINA-2 73686132 2d323536 2c686d61 632d7368
2026-04-06T12:00:14+00:00 RO-MARTINA-2  ",NORMAL
w126,"2026-04-06T12:00:14+00:00 RO-MARTINA-2 61322d35 31320000 0057686d 61632d73
2026-04-06T12:00:14+00:00 RO-MARTINA-2 6861322d 3235362d 65746d40 6f70656e
2026-04-06T12:00:14+00:00 RO-MARTINA-2 7373682e 636f6d2c 686d6163 2d736861
2026-04-06T12:00:14+00:00 RO-MARTINA-2 322d3531 322d6574 6d406f70 656e7373
2026-04-06T12:00:14+00:00 RO-MARTINA-2 682e636f 6d2c686d 61632d73 6861322d
2026-04-06T12:00:14+00:00 RO-MARTINA-2 3235362c 686d6163 2d736861 322d3531
2026-04-06T12:00:14+00:00 RO-MARTINA-2 32000000 156e6f6e 652c7a6c 6962406f
2026-04-06T12:00:14+00:00 RO-MARTINA-2 70656e73 73682e63 6f6d0000 00156e6f
2026-04-06T12:00:14+00:00 RO-MARTINA-2 6e652c7a 6c696240 6f70656e 7373682e
2026-04-06T12:00:14+00:00 RO-MARTINA-2 636f6d00 00000000 00000000 00000000",NORMAL
w127,"2026-04-06T12:00:14+00:00 RO-MARTINA-2 00000000 00000000
2026-04-06T12:00:14+00:00 RO-MARTINA-2 -------------------- 
2026-04-06T12:00:14+00:00 RO-MARTINA-2 packet process: kex init
2026-04-06T12:00:14+00:00 RO-MARTINA-2 host key algo: ssh-ed25519,ecdsa-sha2-nistp521,ecdsa-sha2-nistp384,ecdsa-sha2-nistp256,sk-ssh-ed25519@openssh.com,sk-ecdsa-sha2-nistp256@openssh.com,rsa-sha2-512,rsa-sha2-256
2026-04-06T12:00:14+00:00 RO-MARTINA-2 kex algo: curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,ext-info-c,kex-strict-c-v00@openssh.com
2026-04-06T12:00:14+00:00 RO-MARTINA-2 enc algo CS: chacha20-poly1305@openssh.com,aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr
2026-04-06T12:00:14+00:00 RO-MARTINA-2 mac algo CS: hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha2-256,hmac-sha2-512
2026-04-06T12:00:14+00:00 RO-MARTINA-2 comp algo CS: none,zlib@openssh.com
2026-04-06T12:00:14+00:00 RO-MARTINA-2 packet follows: 0
2026-04-06T12:00:14+00:00 RO-MARTINA-2 ext info enabled",NORMAL
w128,"2026-04-06T12:00:14+00:00 RO-MARTINA-2 agreed on: curve25519-sha256,rsa-sha2-256,aes256-gcm@openssh.com,none,none,
2026-04-06T12:00:14+00:00 RO-MARTINA-2 ----- recieved ----- #1
2026-04-06T12:00:14+00:00 RO-MARTINA-2 => size:48 [0x30]
2026-04-06T12:00:14+00:00 RO-MARTINA-2 0000002c 061e0000 002027cc 306254bc
2026-04-06T12:00:14+00:00 RO-MARTINA-2 c8118fd5 6970e098 be674f07 399d7aa2
2026-04-06T12:00:14+00:00 RO-MARTINA-2 03044cca 1c0c2206 2d730000 00000000
2026-04-06T12:00:14+00:00 RO-MARTINA-2 -------------------- 
2026-04-06T12:00:14+00:00 RO-MARTINA-2 packet process: kex dh gex req old
2026-04-06T12:00:14+00:00 RO-MARTINA-2 algorithm: rsa-sha2-256
2026-04-06T12:00:14+00:00 RO-MARTINA-2 packet create: hexdh gex group",NORMAL
w129,"2026-04-06T12:00:14+00:00 RO-MARTINA-2 ----- sending ----- #1
2026-04-06T12:00:14+00:00 RO-MARTINA-2 => size:608 [0x260]
2026-04-06T12:00:14+00:00 RO-MARTINA-2 0000025c 051f0000 01150000 00077373
2026-04-06T12:00:14+00:00 RO-MARTINA-2 682d7273 61000000 01030000 010100c6
2026-04-06T12:00:14+00:00 RO-MARTINA-2 d6e131c7 9d6ac0a9 552cb955 af158119
2026-04-06T12:00:14+00:00 RO-MARTINA-2 b22d9661 222ecc88 e269ad7d c21db953
2026-04-06T12:00:14+00:00 RO-MARTINA-2 6d917795 7e8ffafc 00cea9c8 9208bbc0
2026-04-06T12:00:14+00:00 RO-MARTINA-2 9ff2a7c6 fae3782b ead37c47 94d4e6f1
2026-04-06T12:00:14+00:00 RO-MARTINA-2 8bb7ee15 8610799e ea7cdeeb 0b594f93
2026-04-06T12:00:14+00:00 RO-MARTINA-2 90e6144e 15bd905c 7fba99e2 927ada9e",NORMAL
w130,"2026-04-06T12:00:14+00:00 RO-MARTINA-2 282d036c 4e63472f fd75bae8 da7f5003
2026-04-06T12:00:14+00:00 RO-MARTINA-2 9f2caa69 ac84e93f 58021d94 7845284f
2026-04-06T12:00:14+00:00 RO-MARTINA-2 87089c92 eb42fb73 398fab07 5134e1ff
2026-04-06T12:00:14+00:00 RO-MARTINA-2 f5c7789f d55ab904 1a1a1dd3 0ae8e6cf
2026-04-06T12:00:14+00:00 RO-MARTINA-2 e523675e 59297de2 6740246a a67cc221
2026-04-06T12:00:14+00:00 RO-MARTINA-2 2e356c8b ec455548 0509f65f 03fb235a
2026-04-06T12:00:14+00:00 RO-MARTINA-2 05b4282f 170fb6e2 4c7d7992 6e40ee83
2026-04-06T12:00:14+00:00 RO-MARTINA-2 7cab82af 87935977 7ad3cd83 03571dec
2026-04-06T12:00:14+00:00 RO-MARTINA-2  
2026-04-06T12:00:14+00:00 RO-MARTINA-2 f775f289 d90a33bc 2d1bbbce 49ba4fca",NORMAL
w131,"2026-04-06T12:00:14+00:00 RO-MARTINA-2 106d357b 0f24286e 13a62c6c f001bd00
2026-04-06T12:00:14+00:00 RO-MARTINA-2 0000204b 7ff5b940 50bbf622 2f73e365
2026-04-06T12:00:14+00:00 RO-MARTINA-2 9b86872e 7a139637 c6d630e7 d663b118
2026-04-06T12:00:14+00:00 RO-MARTINA-2 d99f6600 00011400 00000c72 73612d73
2026-04-06T12:00:14+00:00 RO-MARTINA-2 6861322d 32353600 00010083 e3112185
2026-04-06T12:00:14+00:00 RO-MARTINA-2 21179400 5426fefa e8633c1d e4ee478c
2026-04-06T12:00:14+00:00 RO-MARTINA-2 08d53074 93f44a7e b338b04a 861382f2
2026-04-06T12:00:14+00:00 RO-MARTINA-2 ab03c4aa 9667848b 840c530d 5e1f32bc
2026-04-06T12:00:14+00:00 RO-MARTINA-2 c456dc98 3697301a 07a3cb68 4992933e
2026-04-06T12:00:14+00:00 RO-MARTINA-2 e2cf04d4 9e56435d e00b5351 9e7dc4a2",NORMAL
w132,"2026-04-06T12:00:14+00:00 RO-MARTINA-2 84fb88ef fd5fd7fc 509dd429 0d9af761
2026-04-06T12:00:14+00:00 RO-MARTINA-2 7c458128 41a937fc b921d843 406720d9
2026-04-06T12:00:14+00:00 RO-MARTINA-2 64972188 193f97a9 4de92d4a 328e1db9
2026-04-06T12:00:14+00:00 RO-MARTINA-2 7630d9cc 21e4f087 54884049 4d7717ba
2026-04-06T12:00:14+00:00 RO-MARTINA-2 04a19b64 7b254d2f a0e9b738 d614ab3c
2026-04-06T12:00:14+00:00 RO-MARTINA-2  
2026-04-06T12:00:14+00:00 RO-MARTINA-2 c07a2e4e b6923cb1 1d77d81d 4eb1dfc0
2026-04-06T12:00:14+00:00 RO-MARTINA-2 9506ecc0 96382faf aab0c358 3b363103
2026-04-06T12:00:14+00:00 RO-MARTINA-2 97041556 d9c5ed8a 28135b02 7749e0d1
2026-04-06T12:00:14+00:00 RO-MARTINA-2 a6dd4c41 0fd33bd1 8a5bdcd2 1885ff01",NORMAL
w133,"2026-04-06T12:00:14+00:00 RO-MARTINA-2 a0bd9b2a d436a24f c9ad0913 038cf767
2026-04-06T12:00:14+00:00 RO-MARTINA-2 4e5368d8 d77092c7 a5bba872 a24d7857
2026-04-06T12:00:14+00:00 RO-MARTINA-2 -------------------- 
2026-04-06T12:00:14+00:00 RO-MARTINA-2 packet create: kex new keys
2026-04-06T12:00:14+00:00 RO-MARTINA-2 ----- sending ----- #2
2026-04-06T12:00:14+00:00 RO-MARTINA-2 => size:16 [0x10]
2026-04-06T12:00:14+00:00 RO-MARTINA-2 0000000c 0a15fed4 bc394b12 2286c1a9
2026-04-06T12:00:14+00:00 RO-MARTINA-2 -------------------- 
2026-04-06T12:00:14+00:00 RO-MARTINA-2 ----- recieved ----- #2
2026-04-06T12:00:14+00:00 RO-MARTINA-2 => size:16 [0x10]",NORMAL
w134,"2026-04-06T12:00:14+00:00 RO-MARTINA-2 0000000c 0a150000 00000000 00000000
2026-04-06T12:00:14+00:00 RO-MARTINA-2 -------------------- 
2026-04-06T12:00:14+00:00 RO-MARTINA-2 packet process: kex new keys
2026-04-06T12:00:14+00:00 RO-MARTINA-2 transport state: 3 --> 4
2026-04-06T12:00:14+00:00 RO-MARTINA-2 in enc key: 1d8c8628 97b48fbb 9bae1482 768d2a5f 72f1d68c 29063a5b 02b8191f 5d8ec638
2026-04-06T12:00:14+00:00 RO-MARTINA-2 in enc iv: 27e22edb 6a39eb37 dcb29285
2026-04-06T12:00:14+00:00 RO-MARTINA-2 out enc key: 511444c5 a08103f9 7898d8ef 73f2eddb 64a2fa45 92543526 1bb12878 3b366ecb
2026-04-06T12:00:14+00:00 RO-MARTINA-2 out enc iv: 0b905edc 55d05aba 2c406870
2026-04-06T12:00:14+00:00 RO-MARTINA-2 packet create: ext info
2026-04-06T12:00:14+00:00 RO-MARTINA-2 ----- sending ----- #3",NORMAL
w135,"2026-04-06T12:00:14+00:00 RO-MARTINA-2 => size:68 [0x44]
2026-04-06T12:00:14+00:00 RO-MARTINA-2 00000040 0f070000 00010000 000f7365
2026-04-06T12:00:14+00:00 RO-MARTINA-2 72766572 2d736967 2d616c67 73000000
2026-04-06T12:00:14+00:00 RO-MARTINA-2 14727361 2d736861 322d3235 362c7373
2026-04-06T12:00:14+00:00 RO-MARTINA-2 682d7273 6169fb0b ca3b50a9 29eb64ca
2026-04-06T12:00:14+00:00 RO-MARTINA-2 879395e9 
2026-04-06T12:00:14+00:00 RO-MARTINA-2 -------------------- 
2026-04-06T12:00:14+00:00 RO-MARTINA-2 stats roas 0 roa 0 nodes4 0 nodes6 0
2026-04-06T12:00:14+00:00 RO-MARTINA-2 route/calc/publish 
2026-04-06T12:00:14+00:00 RO-MARTINA-2 wipe stats roas 0 roa 0 nodes4 0 nodes6 0",NORMAL
w136,"2026-04-06T12:00:14+00:00 RO-MARTINA-2 ----- recieved ----- #3
2026-04-06T12:00:14+00:00 RO-MARTINA-2 => size:36 [0x24]
2026-04-06T12:00:14+00:00 RO-MARTINA-2 00000020 0e050000 000c7373 682d7573
2026-04-06T12:00:14+00:00 RO-MARTINA-2 65726175 7468ac4e b5b29fe2 8aec91b3
2026-04-06T12:00:14+00:00 RO-MARTINA-2 72f20de7 
2026-04-06T12:00:14+00:00 RO-MARTINA-2 -------------------- 
2026-04-06T12:00:14+00:00 RO-MARTINA-2 packet process: service request
2026-04-06T12:00:14+00:00 RO-MARTINA-2 authorization service requested
2026-04-06T12:00:14+00:00 RO-MARTINA-2 packet create: service accept
2026-04-06T12:00:14+00:00 RO-MARTINA-2 ----- sending ----- #4",NORMAL
w137,"2026-04-06T12:00:14+00:00 RO-MARTINA-2 => size:36 [0x24]
2026-04-06T12:00:14+00:00 RO-MARTINA-2 00000020 0e060000 000c7373 682d7573
2026-04-06T12:00:14+00:00 RO-MARTINA-2 65726175 7468b377 03696d7e 723828b2
2026-04-06T12:00:14+00:00 RO-MARTINA-2 838391eb 
2026-04-06T12:00:14+00:00 RO-MARTINA-2 -------------------- 
2026-04-06T12:00:15+00:00 RO-MARTINA-2 ----- recieved ----- #4
2026-04-06T12:00:15+00:00 RO-MARTINA-2 => size:68 [0x44]
2026-04-06T12:00:15+00:00 RO-MARTINA-2 00000040 0a320000 0004726f 6f740000
2026-04-06T12:00:15+00:00 RO-MARTINA-2 000e7373 682d636f 6e6e6563 74696f6e
2026-04-06T12:00:15+00:00 RO-MARTINA-2 00000008 70617373 776f7264 00000000",NORMAL
w138,"2026-04-06T12:00:15+00:00 RO-MARTINA-2 09596340 31323334 3536bbd3 79bfe6b1
2026-04-06T12:00:15+00:00 RO-MARTINA-2 22e92e3a 
2026-04-06T12:00:15+00:00 RO-MARTINA-2 -------------------- 
2026-04-06T12:00:15+00:00 RO-MARTINA-2 packet process: userauth request
2026-04-06T12:00:15+00:00 RO-MARTINA-2 auth req: root ssh-connection password
2026-04-06T12:00:15+00:00 RO-MARTINA-2 login failure for user root from 103.231.14.54 via ssh
2026-04-06T12:00:15+00:00 RO-MARTINA-2 next auth methods: password
2026-04-06T12:00:15+00:00 RO-MARTINA-2 packet create: userauth failure
2026-04-06T12:00:15+00:00 RO-MARTINA-2 ----- sending ----- #5
2026-04-06T12:00:15+00:00 RO-MARTINA-2 => size:36 [0x24]",NORMAL
w139,"2026-04-06T12:00:15+00:00 RO-MARTINA-2 00000020 11330000 00087061 7373776f
2026-04-06T12:00:15+00:00 RO-MARTINA-2 72640047 46782e4f 39d70823 feb9e27d
2026-04-06T12:00:15+00:00 RO-MARTINA-2 1316de3d 
2026-04-06T12:00:15+00:00 RO-MARTINA-2 -------------------- 
2026-04-06T12:00:15+00:00 RO-MARTINA-2 ----- recieved ----- #5
2026-04-06T12:00:15+00:00 RO-MARTINA-2 => size:36 [0x24]
2026-04-06T12:00:15+00:00 RO-MARTINA-2 00000020 0b010000 000b0000 00074279
2026-04-06T12:00:15+00:00 RO-MARTINA-2 65204279 65000000 009167e0 4997f1e9
2026-04-06T12:00:15+00:00 RO-MARTINA-2 ab31c4dc 
2026-04-06T12:00:15+00:00 RO-MARTINA-2 -------------------- ",NORMAL
w140,"2026-04-06T12:00:15+00:00 RO-MARTINA-2 packet process: disconnect
2026-04-06T12:00:15+00:00 RO-MARTINA-2 peer disconnected : 11 Bye Bye
2026-04-06T12:00:15+00:00 RO-MARTINA-2 transport state: 4 --> 0
2026-04-06T12:00:15+00:00 RO-MARTINA-2 closing connection: <peer disconnected> ::ffff:103.231.14.54:58590 (5)
2026-04-06T12:00:15+00:00 RO-MARTINA-2 stats roas 0 roa 0 nodes4 0 nodes6 0
2026-04-06T12:00:15+00:00 RO-MARTINA-2 route/calc/publish 
2026-04-06T12:00:15+00:00 RO-MARTINA-2 wipe stats roas 0 roa 0 nodes4 0 nodes6 0
2026-04-06T12:00:21+00:00 RO-MARTINA-2 stats roas 0 roa 0 nodes4 0 nodes6 0
2026-04-06T12:00:21+00:00 RO-MARTINA-2 route/calc/publish 
2026-04-06T12:00:21+00:00 RO-MARTINA-2 wipe stats roas 0 roa 0 nodes4 0 nodes6 0",ANOMALOUS
w141,"2026-04-06T12:00:32+00:00 RO-MARTINA-2 route/calc/publish 
2026-04-06T12:00:32+00:00 RO-MARTINA-2 stats roas 0 roa 0 nodes4 0 nodes6 0
2026-04-06T12:00:32+00:00 RO-MARTINA-2 wipe stats roas 0 roa 0 nodes4 0 nodes6 0
2026-04-06T12:00:43+00:00 RO-MARTINA-2 auth timeout
2026-04-06T12:00:43+00:00 RO-MARTINA-2 packet create: disconnect
2026-04-06T12:00:43+00:00 RO-MARTINA-2 ----- sending ----- #1
2026-04-06T12:00:43+00:00 RO-MARTINA-2 => size:40 [0x28]
2026-04-06T12:00:43+00:00 RO-MARTINA-2 00000024 0a010000 000b0000 000c6175
2026-04-06T12:00:43+00:00 RO-MARTINA-2 74682074 696d656f 75740000 00005259
2026-04-06T12:00:43+00:00 RO-MARTINA-2 5fafde2d 45ba5044",ANOMALOUS
w142,"2026-04-06T12:00:43+00:00 RO-MARTINA-2 -------------------- 
2026-04-06T12:00:43+00:00 RO-MARTINA-2 transport state: 3 --> 0
2026-04-06T12:00:43+00:00 RO-MARTINA-2 closing connection: <auth timeout> ::ffff:14.103.114.234:39564 (4)
2026-04-06T12:00:43+00:00 RO-MARTINA-2 auth timeout
2026-04-06T12:00:43+00:00 RO-MARTINA-2 packet create: disconnect
2026-04-06T12:00:43+00:00 RO-MARTINA-2 ----- sending ----- #1
2026-04-06T12:00:43+00:00 RO-MARTINA-2 => size:40 [0x28]
2026-04-06T12:00:43+00:00 RO-MARTINA-2 00000024 0a010000 000b0000 000c6175
2026-04-06T12:00:43+00:00 RO-MARTINA-2 74682074 696d656f 75740000 00002aae
2026-04-06T12:00:43+00:00 RO-MARTINA-2 c58af3bd 1dd89c3f",ANOMALOUS
w143,"2026-04-06T12:00:43+00:00 RO-MARTINA-2 -------------------- 
2026-04-06T12:00:43+00:00 RO-MARTINA-2 transport state: 3 --> 0
2026-04-06T12:00:43+00:00 RO-MARTINA-2 closing connection: <auth timeout> ::ffff:115.190.172.63:50276 (7)
2026-04-06T12:00:46+00:00 RO-MARTINA-2 new connection: 152.32.135.217:49120 (4)
2026-04-06T12:00:46+00:00 RO-MARTINA-2 transport state: 1 --> 2
2026-04-06T12:00:46+00:00 RO-MARTINA-2 sending string
2026-04-06T12:00:46+00:00 RO-MARTINA-2 SSH-2.0-ROSSSH? 
2026-04-06T12:00:46+00:00 RO-MARTINA-2  
2026-04-06T12:00:46+00:00 RO-MARTINA-2 client version: SSH-2.0-libssh_0.11.1
2026-04-06T12:00:46+00:00 RO-MARTINA-2 transport state: 2 --> 3",ANOMALOUS
w144,"2026-04-06T12:00:46+00:00 RO-MARTINA-2 packet create: kex init
2026-04-06T12:00:46+00:00 RO-MARTINA-2 ----- sending ----- #0
2026-04-06T12:00:46+00:00 RO-MARTINA-2 => size:600 [0x258]
2026-04-06T12:00:46+00:00 RO-MARTINA-2 00000254 081421f2 ee593a4b c8ca21a7
2026-04-06T12:00:46+00:00 RO-MARTINA-2 638e2d04 2f400000 009b6375 72766532
2026-04-06T12:00:46+00:00 RO-MARTINA-2 35353139 2d736861 3235362c 64696666
2026-04-06T12:00:46+00:00 RO-MARTINA-2 69652d68 656c6c6d 616e2d67 726f7570
2026-04-06T12:00:46+00:00 RO-MARTINA-2 2d657863 68616e67 652d7368 61323536
2026-04-06T12:00:46+00:00 RO-MARTINA-2 2c646966 6669652d 68656c6c 6d616e2d
2026-04-06T12:00:46+00:00 RO-MARTINA-2 67726f75 702d6578 6368616e 67652d73",NORMAL
w145,"2026-04-06T12:00:46+00:00 RO-MARTINA-2 6861312c 64696666 69652d68 656c6c6d
2026-04-06T12:00:46+00:00 RO-MARTINA-2 616e2d67 726f7570 31342d73 6861312c
2026-04-06T12:00:46+00:00 RO-MARTINA-2 64696666 69652d68 656c6c6d 616e2d67
2026-04-06T12:00:46+00:00 RO-MARTINA-2 726f7570 312d7368 61312c65 78742d69
2026-04-06T12:00:46+00:00 RO-MARTINA-2 6e666f2d 73000000 14727361 2d736861
2026-04-06T12:00:46+00:00 RO-MARTINA-2 322d3235 362c7373 682d7273 61000000
2026-04-06T12:00:46+00:00 RO-MARTINA-2 7d616573 3132382d 6374722c 61657331
2026-04-06T12:00:46+00:00 RO-MARTINA-2 39322d63 74722c61 65733235 362d6374
2026-04-06T12:00:46+00:00 RO-MARTINA-2 722c6165 73313238 2d67636d 406f7065
2026-04-06T12:00:46+00:00 RO-MARTINA-2  ",NORMAL
w146,"2026-04-06T12:00:46+00:00 RO-MARTINA-2 6e737368 2e636f6d 2c616573 3235362d
2026-04-06T12:00:46+00:00 RO-MARTINA-2 67636d40 6f70656e 7373682e 636f6d2c
2026-04-06T12:00:46+00:00 RO-MARTINA-2 61657331 32382d63 62632c61 65733139
2026-04-06T12:00:46+00:00 RO-MARTINA-2 322d6362 632c6165 73323536 2d636263
2026-04-06T12:00:46+00:00 RO-MARTINA-2 2c336465 732d6362 632c6e6f 6e650000
2026-04-06T12:00:46+00:00 RO-MARTINA-2 007d6165 73313238 2d637472 2c616573
2026-04-06T12:00:46+00:00 RO-MARTINA-2 3139322d 6374722c 61657332 35362d63
2026-04-06T12:00:46+00:00 RO-MARTINA-2 74722c61 65733132 382d6763 6d406f70
2026-04-06T12:00:46+00:00 RO-MARTINA-2 656e7373 682e636f 6d2c6165 73323536
2026-04-06T12:00:46+00:00 RO-MARTINA-2 2d67636d 406f7065 6e737368 2e636f6d",NORMAL
w147,"2026-04-06T12:00:46+00:00 RO-MARTINA-2 2c616573 3132382d 6362632c 61657331
2026-04-06T12:00:46+00:00 RO-MARTINA-2 39322d63 62632c61 65733235 362d6362
2026-04-06T12:00:46+00:00 RO-MARTINA-2 632c3364 65732d63 62632c6e 6f6e6500
2026-04-06T12:00:46+00:00 RO-MARTINA-2 00002e68 6d61632d 73686132 2d323536
2026-04-06T12:00:46+00:00 RO-MARTINA-2 2c686d61 632d7368 61322d35 31322c68
2026-04-06T12:00:46+00:00 RO-MARTINA-2 6d61632d 73686131 2c686d61 632d6d64
2026-04-06T12:00:46+00:00 RO-MARTINA-2  
2026-04-06T12:00:46+00:00 RO-MARTINA-2 35000000 2e686d61 632d7368 61322d32
2026-04-06T12:00:46+00:00 RO-MARTINA-2 35362c68 6d61632d 73686132 2d353132
2026-04-06T12:00:46+00:00 RO-MARTINA-2 2c686d61 632d7368 61312c68 6d61632d",NORMAL
w148,"2026-04-06T12:00:46+00:00 RO-MARTINA-2 6d643500 0000046e 6f6e6500 0000046e
2026-04-06T12:00:46+00:00 RO-MARTINA-2 6f6e6500 00000000 00000000 00000000
2026-04-06T12:00:46+00:00 RO-MARTINA-2 0c5c85d7 b8dd2573
2026-04-06T12:00:46+00:00 RO-MARTINA-2 -------------------- 
2026-04-06T12:00:47+00:00 RO-MARTINA-2 new connection: 194.107.115.2:19746 (5)
2026-04-06T12:00:47+00:00 RO-MARTINA-2 transport state: 1 --> 2
2026-04-06T12:00:47+00:00 RO-MARTINA-2 sending string
2026-04-06T12:00:47+00:00 RO-MARTINA-2 SSH-2.0-ROSSSH? 
2026-04-06T12:00:47+00:00 RO-MARTINA-2  
2026-04-06T12:00:47+00:00 RO-MARTINA-2 client version: SSH-2.0-libssh_0.11.1",NORMAL
w149,"2026-04-06T12:00:47+00:00 RO-MARTINA-2 transport state: 2 --> 3
2026-04-06T12:00:47+00:00 RO-MARTINA-2 packet create: kex init
2026-04-06T12:00:47+00:00 RO-MARTINA-2 ----- sending ----- #0
2026-04-06T12:00:47+00:00 RO-MARTINA-2 => size:600 [0x258]
2026-04-06T12:00:47+00:00 RO-MARTINA-2 00000254 08145878 5a540a55 74a8b4ef
2026-04-06T12:00:47+00:00 RO-MARTINA-2 e35ed229 dc2d0000 009b6375 72766532
2026-04-06T12:00:47+00:00 RO-MARTINA-2 35353139 2d736861 3235362c 64696666
2026-04-06T12:00:47+00:00 RO-MARTINA-2 69652d68 656c6c6d 616e2d67 726f7570
2026-04-06T12:00:47+00:00 RO-MARTINA-2 2d657863 68616e67 652d7368 61323536
2026-04-06T12:00:47+00:00 RO-MARTINA-2 2c646966 6669652d 68656c6c 6d616e2d",NORMAL
